ingredients,brand,name,price,quantity,unit
"WATER/AQUA/EAU, GLYCERIN, ISOPROPYL PALMITATE, BEHENTRIMOINUM CHLORIDE, CETEARYL ALCOHOL, BRASSICA ALCOHOL, CETYL ESTERS,BRASSICA OLERACEA ACEPHALA LEAF EXTRACT, PYRUS MALUS  FRUIT EXTRACT, SPINACIA OLERACEA  LEAF EXTRACT, BRASSICA OLERACEA ITALICA  EXTRACT, PERSEA GRATISSIMA  OIL, CUCUMIS SATIVUS  FRUIT EXTRACT, PRUNUS AMYGDALUS DULCIS  OIL, CITRUS LIMON  FRUIT EXTRACT, CITRUS GRANDIS  FRUIT EXTRACT, CITRUS AURANTIUM DULCIS  FRUIT EXTRACT, ZINGIBER OFFICINALE  ROOT EXTRACT, BETA VULGARIS  ROOT EXTRACT, PANAX GINSENG ROOT EXTRACT, HIPPOPHAE RHAMNOIDES  FRUIT OIL, CHLOROPHYLLIN-COPPER COMPLEX , CHLORELLA VULGARIS EXTRACT, BRASSICYL ISOLEUCINATE ESYLATE, PANTHENOL, CETRIMONIUM CHLORIDE, BEHENTRIMONIUM METHOSULFATE, CITRIC ACID, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, POTASSIUM SORBATE, SORBIC ACID, DEHYDROACETIC ACID, SODIUM HYDROXIDE, CAPRYLYL GLYCOL, SODIUM BENZOATE, BENZYL ALCOHOL, PHENOXYETHANOL, FRAGRANCE ",briogeo,"Be Gentle, Be Kind Kale","9,21",100,ml
"AQUA/WATER, SODIUM LAUROYL METHYL ISETHIONATE, COCAMIDOPROPYL BETAINE, PEG-40 HYDROGENATED CASTOR OIL, DECYL GLUCOSIDE, PARFUM/FRAGRANCE, COCO-GLUCOSIDE, SODIUM CHLORIDE, ACRYLATES/PALMETH-25 ACRYLATE COPOLYMER, GLYCOL DISTEARATE, CITRIC ACID, GLYCERIN, SODIUM BENZOATE, PANTHENOL, XANTHAN GUM, GLYCERYL LAURATE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, HYDROLYZED WHEAT PROTEIN, LINUM USITATISSIMUM  SEED EXTRACT, HYDROLYZED RICE PROTEIN, DIPROPYLENE GLYCOL, SALVIA HISPANICA SEED EXTRACT, MACADAMIA SEED OIL GLYCERETH-8 ESTERS, ARGANIA SPINOSA KERNEL OIL, CREATINE, POLYACRYLAMIDOPROPYLTRIMONIUM CHLORIDE, BENZYL ALCOHOL, CAPRYLIC ACID, XYLITOL, ACACIA CONCINNA FRUIT EXTRACT, PHENOXYETHANOL, POTASSIUM SORBATE, BENZYL BENZOATE, CITRONELLOL, COUMARIN, HEXYL CINNAMAL, LIMONENE, LINALOOL",rituals,The Ritual of Ayurveda,"5,20",100,ml
"WATER  , DECYL GLUCOSIDE , SODIUM COCOYL ISETHIONATE, DISODIUM LAURETH SULFOSUCCINATE, GLYCERIN , DISODIUM COCOAMPHODIACETATE, ACRYLATES COPOLYMER, MANGIFERA INDICA  SEED BUTTER  , TOCOPHEROL, CAPRYLYL GLYCOL, CETEARETH-60 MYRISTYL GLYCOL, CITRIC ACID , COCO-GLUCOSIDE , COCONUT ACID , FRAGRANCE , GLYCERYL OLEATE , GLYCOL STEARATE , HYDROGENATED VEGETABLE GLYCERIDES CITRATE , LAURETH-3, MALEIC ACID, POLYQUATERNIUM-22, SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM HYDROXIDE , TRISODIUM ETHYLENEDIAMINE DISUCCINATE, YELLOW 5 , YELLOW 6 ",klorane,Capillaire,"5,50",100,ml
"WATER , LAURYL GLUCOSIDE, SODIUM COCOYL ALANINATE, COCO-BETAINE, ALOE BARBADENSIS LEAF JUICE POWDER,, CITRIC ACID, FRAGRANCE , GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, LAVANDULA ANGUSTIFOLIA  FLOWER WATER ,, POTASSIUM SORBATE, RICINUS COMMUNIS  SEED OIL ,, SODIUM BENZOATE",rene furterer,Naturia,"3,25",100,ml
"Water\Aqua\Eau, Sodium Lauroyl Methyl Isethionate, Cocamide Mipa, Sodium Cocoyl Isethionate, Cocamidopropyl Hydroxysultaine, Sodium Lauroyl Sarcosinate, Lauryl/Myristyl Polyricinoleate, Propanediol, Acrylates Crosspolymer-4, Polyglyceryl-3 Laurate, Nymphaea Caerulea Flower Extract, Helianthus Annuus  Extract, Corylus Americana  Seed Oil, Rosmarinus Officinalis  Leaf Extract, Leuconostoc/Radish Root Ferment Filtrate, Cocos Nucifera  Fruit Water, Amethyst Extract, Silicone Quaternium-8, Guar Hydroxypropyltrimonium Chloride, Sclerotium Gum, Glyceryl Oleate, Oryza Sativa  Bran Extract, Sodium Isethionate, Caprylyl Glycol, Polyquaternium-113, Glycerin, Hydrogenated Palm Glycerides Citrate, Tocopherol, Stearic Acid, Sodium Formate, Glycol Distearate, Coconut Acid, Trideceth-10, Coco-Glucoside, Polyquaternium-7, Tin Oxide, Sodium Glycolate, Sodium Chloride, Citric Acid, Sodium Hydroxide, Fragrance , Alpha-Isomethyl Ionone, Hydroxyacetophenone, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sodium Metabisulfite, Trisodium Ethylenediamine Disuccinate, Tetrasodium Glutamate Diacetate, Phenoxyethanol, Sodium Benzoate, Mica, Titanium Dioxide  Ext",bumble and bumble,Bb.Illuminated Blonde Shampoo,"12,80",100,ml
"Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",kérastase,Nutritive,"3,98",100,ml
"AQUA/WATER, SODIUM METHYL COCOYLTAURATE, LAURETH-5 CARBOXYLIC ACID, COCAMIDOPROPYL BETAINE,SODIUM CHLORIDE, GLYCERIN, PEG-150 DISTEARATE, SODIUMLAUROYL GLUTAMATE, GLYCOL DISTEARATE, PPG-5- CETETH-20,SODIUM BENZOATE, PANTHENOL, PARFUM/FRAGRANCE, PEG-55PROPYLENE GLYCOL OLEATE, SALICYLIC ACID, PROPYLENE GLYCOL,GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, CARBOMER,NIACINAMIDE, HELIANTHUS ANNUUS SEED OIL/SUNFLOWER SEED OIL,PYRIDOXINE HCL, PRUNUS ARMENIACA KERNEL OIL/APRICOT KERNELOIL, ETHYLHEXYL METHOXYCINNAMATE, SODIUM HYDROXIDE, CITRICACID",kiehl's since 1851,Sunflower Color Preserving Shampoo,"9,60",100,ml
"Water\Aqua\Eau, Sodium Lauroyl Methyl Isethionate, Sodium Chloride, Babassuamidopropyl Betaine, Cocamide Mipa, Propanediol, Sodium Methyl Cocoyl Taurate, Glycol Distearate, Mangifera Indica  Seed Butter, Stearamidopropyl Dimethylamine, Punica Granatum  Seed Oil, Cocos Nucifera  Oil, Cocos Nucifera  Fruit Juice, Behenyl/Octyldodecyl Propanediol Citrate Crosspolymer, Octyldodecyl Citrate Crosspolymer, Avena Sativa  Bran Extract, Hydrolyzed Adansonia Digitata Extract, Citrus Aurantium Dulcis  Peel Extract, Chondrus Crispus  Extract, Helianthus Annuus  Seed Oil, Tocopherol, Glycerin, Lauric Acid, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Sodium Laurate, Lecithin, Fragrance , Benzyl Benzoate, Amyl Cinnamal, Citronellol, Limonene, Hydroxycitronellal, Geraniol, Citral, Linalool, Citric Acid, Sodium Sulfate, Sodium Phytate, Potassium Sorbate, Phenoxyethanol  Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",aveda,Nutriplenish®,"22,00",100,ml
"Aqueous  Extracts/Extraits Aqueux:Rosmarinus Officinalis  Leaf Extract, Mentha Piperita  Leaf Extract , Sodium Coco-Sulfate , Lauramidopropyl Betaine , Glycerin , Babassuamidopropyl Betaine , Vinegar/Acetum/Vinaigre , Camphor , Menthol , Cocamidopropylamine Oxide , Stearamidopropyl Dimethylamine , Polyquaternium-4 , Fragrance  , Linalool , Limonene , Citric Acid , Sodium Chloride , Sodium Gluconate , Phenoxyethanol , Benzoic Acid",aveda,Rosemary Mint,"22,00",100,ml
"WATER/AQUA/EAU, COCAMIDOPROPYL BETAINE, SODIUM LAUROYL METHYL ISETHIONATE, GLYCERIN, SODIUM C14-16 OLEFIN SULFONATE, LAURAMIDOPROPYL BETAINE, MANGIFERA INDICA  FRUIT EXTRACT, PRUNUS CERASUS  FRUIT EXTRACT, PAPAIN, ALOE BARBADENSIS LEAF JUICE, DAUCUS CAROTA SATIVA  ROOT EXTRACT, DAUCUS CAROTA SATIVA  SEED OIL, CAPRYLYL/CAPRYL GLUCOSIDE, CITRIC ACID, LYCIUM BARBARUM FRUIT EXTRACT, MANGIFERA INDICA  JUICE, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, SODIUM BENZOTRIAZOLYL BUTYLPHENOL SULFONATE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, HELIANTHUS ANNUUS  SEED OIL/HELIANTHUS ANNUUS SEED OIL, PANTHENOL, LITCHI CHINENSIS PERICARP EXTRACT, SODIUM BENZOATE, PUNICA GRANATUM BARK EXTRACT, SODIUM COCOYL GLUTAMATE, TETRASODIUM GLUTAMATE DIACETATE, AVERRHOA CARAMBOLA FRUIT EXTRACT, GLYCERYL CAPRYLATE, POLYGLYCERYL-6 OLEATE, SODIUM SURFACTIN, ASCORBYL PALMITATE, POTASSIUM SORBATE, SODIUM HYDROXIDE, FRAGRANCE , DEHYDROACETIC ACID, BENZYL ALCOHOL, BETA-CAROTENE CI 40800 COCONUT, VEGETABLE, OR PLANT DERIVED DERIVE DE LA NOIX DE COCO, DE LEGUMES OU DE VEGETAUXCette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",briogeo,Superfoods mangue + cerise,"9,21",100,ml
"AQUA / WATER,SODIUM LAURETH SULFATE,SODIUM LAURYL SULFATE,GLYCERIN,COCAMIDE MEA,GLYCOL DISTEARATE,SODIUM CHLORIDE,HEXYLENE GLYCOL,DIMETHICONE,CITRIC ACID,SODIUM BENZOATE,SODIUM HYDROXIDE,PIROCTONE OLAMINE,COCO-BETAINE,CARBOMER,GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE,MENTHOXYPROPANEDIOL,SALICYLIC ACID,HYDROLYZED SOY PROTEIN,EUGENOL,LIMONENE,LECITHIN,FUMARIC ACID,PHOSPHORIC ACID,LAVANDULA ANGUSTIFOLIA OIL / LAVENDER OIL,TOCOPHEROL,PARFUM / FRAGRANCE (F",redken,Scalp Relief,"7,67",100,ml
"WATER , DECYL GLUCOSIDE, SODIUM COCOYL ISETHIONATE, BUTYLENE GLYCOL, DISODIUM LAURETH SULFOSUCCINATE, GLYCERIN, DISODIUM COCOAMPHODIACETATE, BETAINE, CETEARETH-60 MYRISTYL GLYCOL, ACRYLATES COPOLYMER, APIUM GRAVEOLENS  SEED EXTRACT , CAPRYLIC/CAPRIC TRIGLYCERIDE, CAPRYLYL GLYCOL, CITRAL, CITRIC ACID, COCO-GLUCOSIDE, COCONUT ACID, FRAGRANCE , GLYCERYL OLEATE, GLYCOL STEARATE, HELIANTHUS ANNUUS  SEED OIL , HYDROGENATED VEGETABLE GLYCERIDES CITRATE, LAURETH-3, LIMONENE, LINALOOL, MALEIC ACID, OLETH-10, POLYQUATERNIUM-22, SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM HYDROXIDE, TOCOPHEROL, TOCOPHEROL, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, ZINGIBER ZERUMBET EXTRACT",rene furterer,Neopur,"11,00",100,ml
"AQUA , SODIUM C14-16 OLEFIN SULFONATE, COCAMIDOPROPYL BETAINE, SODIUM METHYL COCOYL TAURATE, COCAMIDE MIPA, GLYCOL DISTEARATE, PARFUM , AMODIMETHICONE, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, GLYCERIN, CITRUS JAPONICA FRUIT EXTRACT, PANTHENOL, HYDROLYZED KERATIN, POLYQUATERNIUM-7, ORBIGNYA OLEIFERA SEED OIL, COCOS NUCIFERA  OIL, PEG-150 DISTEARATE, SODIUM LAUROYL GLYCINATE, CETRIMONIUM CHLORIDE , C11-15 PARETH-7, LAURETH-9, TRIDECETH-12, COCOGLUCOSIDES HYDROXYPROPYLTRIMONIUM CHLORIDE, ACRYLATES COPOLYMER, TOCOPHEROL, PEG-200 HYDROGENATED GLYCERYL PALMATE, PEG-7 GLYCERYL COCOATE, DISODIUM EDTA, CITRIC ACID, SODIUM CHLORIDE, SODIUM HYDROXIDE,TETRASODIUM EDTA, PHENOXYETHANOL, SODIUM BENZOATE, POTASSIUM SORBATE, BENZYL ALCOHOL, BENZYL SALICYLATE, LIMONENE, HEXYL CINNAMAL, CI 15985 Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",ouai haircare,Medium Hair,"9,49",100,ml
"AQUA/WATER, SODIUM LAUROYL METHYL ISETHIONATE, COCAMIDOPROPYL BETAINE, PEG-40 HYDROGENATED CASTOR OIL, PARFUM/FRAGRANCE, DECYL GLUCOSIDE, COCO-GLUCOSIDE, SODIUM CHLORIDE, ACRYLATES/PALMETH-25 ACRYLATE COPOLYMER, GLYCOL DISTEARATE, CITRIC ACID, GLYCERIN, SODIUM BENZOATE, PANTHENOL, XANTHAN GUM, GLYCERYL LAURATE, POLYAMIDE-2, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, HYDROLYZED RICE PROTEIN, DIPROPYLENE GLYCOL, MACADAMIA SEED OIL GLYCERETH-8 ESTERS, PROPYLENE GLYCOL, ARGANIA SPINOSA KERNEL OIL, CREATINE, POLYACRYLAMIDOPROPYLTRIMONIUM CHLORIDE, TOCOPHERYL ACETATE, ACACIA CONCINNA FRUIT EXTRACT, HELIANTHUS ANNUUS  SEED EXTRACT, POTASSIUM SORBATE, ALPHA-ISOMETHYL IONONE, BENZYL SALICYLATE, CITRAL, CITRONELLOL, HEXYL CINNAMAL, LIMONENE, LINALOOL",rituals,The Ritual of Karma,"5,20",100,ml
LIMONENE,rene furterer,Complexe 5,"92,00",100,ml
1215581 - INGREDIENTS: AQUA / WATER • SODIUM LAURETH SULFATE • COCO-BETAINE • SODIUM CHLORIDE • GLYCOL DISTEARATE • DIMETHICONE • COCAMIDE MIPA • SODIUM BENZOATE • SODIUM HYDROXIDE • CITRIC ACID • HEXYLENE GLYCOL • SALICYLIC ACID • CARBOMER • CI 60730 / ACID VIOLET 43 • SODIUM COCOYL AMINO ACIDS • GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE • POTASSIUM DIMETHICONE PEG-7 PANTHENYL PHOSPHATE • LIMONENE • SODIUM SARCOSINATE • PROPYLENE GLYCOL • LINALOOL • ARGININE • FUMARIC ACID • TETRASODIUM EDTA • PARFUM / FRAGRANCE (F,redken,Color Extend Graydiant,"9,33",100,ml
"WATER , SODIUM LAURETH SULFATE, DECYL GLUCOSIDE, UNDECYLENAMIDOPROPYL BETAINE, PEG-7 GLYCERYL COCOATE, LAURYL BETAINE, BISABOLOL, CITRIC ACID, FRAGRANCE , GLYCOLIC ACID, GUANIDINE CARBONATE, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, OLETH-10, PIROCTONE OLAMINE, SERENOA SERRULATA FRUIT EXTRACT, SODIUM CHLORIDE, TOCOPHEROL",ducray,Squanorm,"7,00",100,ml
"WATER , SODIUM LAUROYL SARCOSINATE, LAURYL BETAINE, COCO-GLUCOSIDE, GLYCERIN, ACRYLATES COPOLYMER, ALPHA-ISOMETHYL IONONE, ARGININE HCL, CETEARETH-60 MYRISTYL GLYCOL, CITRIC ACID, FRAGRANCE , GLYCERYL OLEATE, GLYCINE SOJA  SEEDCAKE EXTRACT , GLYCOL DISTEARATE, HAMAMELIS VIRGINIANA  LEAF EXTRACT , HEXYL CINNAMAL, HYDROGENATED PALM GLYCERIDES CITRATE, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, LIMONENE, LINALOOL, LYSINE HCL, PANTHENOL, PANTOLACTONE, PHENOXYETHANOL, POLYQUATERNIUM-22, PROPYLENE GLYCOL, RED 33 , SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM HYDROXIDE, TOCOPHEROL, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, YELLOW 6 Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",rene furterer,Okara Color,"7,45",100,ml
"Aqua, Herbal Infusion of Organic Aloe Barbadensis Leaf Extract, Organic Hibiscus Sabdariffa Flower Extract, Eclipta Prostrata  Extract and Organic Vacciniumm Myrtillus  Extract, Sodium Alpha Olefin Sulfonate, Coco Betaine*, Sodium Cocoyl Isethionate*, Sodium Chloride , Organic Ocimum Basilicum  Extract, Vegetable Glycerin, Gardenia Jasminoides  Oil, Aroma, Organic Moringa Oleifera Seed Oil, Cyamopsis Tetragonoloba  Gum, Kaolin Clay, Zinc Oxide, Sucrose Extract, Mauritia Flexuosa  Fruit Oil, Oenocarpus Bataua  Oil, Linum Usitatissimum  Seed Oil, Helianthus Annuus  Seed Oil, Hydrolyzed Quinoa, Vaccinium Macrocarpon  Seed Oil",rahua,Color Full Shampoo,"15,64",100,ml
39048 RDK - INGREDIENTS: AQUA / WATER • COCO-BETAINE • DISODIUM LAURETH SULFOSUCCINATE • SODIUM COCOYL ISETHIONATE • SODIUM LAURYL SULFOACETATE • SODIUM LAUROYL SARCOSINATE • GLYCOL DISTEARATE • PPG-5-CETETH-20 • PARFUM / FRAGRANCE • SODIUM CHLORIDE • DECYL GLUCOSIDE • POLYQUATERNIUM-10 • AMODIMETHICONE • SODIUM HYDROXIDE • CITRIC ACID • PEG-55 PROPYLENE GLYCOL OLEATE • PROPYLENE GLYCOL • CI 60730 / ACID VIOLET 43 • CARBOMER • ACRYLATES/BEHENETH-25 METHACRYLATE COPOLYMER • BENZOIC ACID • CI 42090 / ACID BLUE 9 • CI 47005 / ACID YELLOW 3 • TRIDECETH-6 • LINALOOL • HYDROXYPROPYLTRIMONIUM HYDROLYZED WHEAT PROTEIN • SALICYLIC ACID • MAGNESIUM NITRATE • COUMARIN • CETRIMONIUM CHLORIDE • SODIUM BENZOATE • METHYLCHLOROISOTHIAZOLINONE • PHENOXYETHANOL • MAGNESIUM CHLORIDE • METHYLISOTHIAZOLINONE (F,redken,Color Extend Brownlights,"9,33",100,ml
"AQUA/WATER, SODIUM LAURETH SULFATE, DISODIUM COCOAMPHODIACETATE, GLYCOL DISTEARATE, COCAMIDE MIPA, SODIUM CHLORIDE, DISODIUM RICINOLEAMIDO MEA-SULFOSUCCINATE, POLYQUATERNIUM-10, PPG-5-CETETH-20, SODIUM BENZOATE, PARFUM/FRAGRANCE, CITRIC ACID, SALICYLIC ACID, CARBOMER, OLEA EUROPAEA OIL/OLIVE FRUIT OIL, PERSEA GRATISSIMA OIL/AVOCADO OIL, ISOPROPANOLAMINE, 2-OLEAMIDO-1, 3-OCTADECANEDIOL, CITRUS MEDICA LIMONUM OIL/LEMON PEEL OIL, SODIUM HYDROXIDE",kiehl's since 1851,Olive Fruit Oil Nourishing Shampoo,"10,00",100,ml
"Water\Aqua\Eau, Sodium Laureth Sulfate, Sodium Lauryl Sulfoacetate, Sodium Chloride, Cocos Nucifera  Oil, Cocos Nucifera  Fruit Extract, Silybum Marianum  Extract, Malva Sylvestris  Extract, Astrocaryum Murumuru Seed Butter, Avena Sativa  Kernel Extract, Aleurites Moluccanus Seed Oil, Hydrolyzed Soy Protein, Hydrolyzed Wheat Protein, Hydrolyzed Wheat Starch, Cocamide Mea, Glycerin, Peg-120 Methyl Glucose Dioleate, Glycol Distearate, Laureth-10, Propylene Glycol, Polyquaternium-10, Butylene Glycol, Quaternium-82, Polyquaternium-59, Acrylates Copolymer, Sodium Hydroxide, Magnesium Chloride, Magnesium Nitrate, Citric Acid, Fragrance , Limonene, Linalool, Bht, Methylchloroisothiazolinone, Methylisothiazolinone, Chlorphenesin, Phenoxyethanol * Cette liste d'ingrédients peut faire l'objet de modifications, les clients sont priés de consulter l'emballage du produit pour obtenir la liste la plus récente",bumble and bumble,Creme De Coco Shampoo,"10,80",100,ml
"AQUA/WATER/EAU,SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, PARFUM/FRAGRANCE,POLYQUATERNIUM-10, PANTHENOL, SODIUM BENZOATE, CITRIC ACID, SODIUMXYLENESULFONATE, SALICYLIC ACID, TOCOPHERYL ACETATE, DISODIUM EDTA, TRISODIUMETHYLENEDIAMINE DISUCCINATE, HISTIDINE, METHYLPARABEN, SODIUM HYDROXIDE,GLYOXYLIC ACID, LINALOOL, LIMONENE, GERANIOL, CITRONELLOL, SODIUM CHLORIDE,SODIUM ACETATE, BHT, SODIUM CITRATECette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",wella professionals,ColorMotion+,"7,40",100,ml
"WATER , SODIUM LAURETH SULFATE, PROPYLENE GLYCOL, LAURYL BETAINE, DISODIUM COCOAMPHODIACETATE, COCO-GLUCOSIDE, SODIUM CHLORIDE, ACRYLATES COPOLYMER, ARGININE HCL, CITRIC ACID, EXT, VIOLET 2 , FRAGRANCE , GLYCERIN, GLYCERYL OLEATE, GLYCINE SOJA  SEEDCAKE EXTRACT , GLYCOL DISTEARATE, HEXYL CINNAMAL, HYDROGENATED PALM GLYCERIDES CITRATE, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, LIMONENE, LINALOOL, LYSINE HCL, PANTHENOL, PANTOLACTONE, PHENOXYETHANOL, POLYQUATERNIUM-22, SODIUM BENZOATE, SODIUM GLYCOLATE, SODIUM HYDROXIDE, TOCOPHEROL, TRISODIUM ETHYLENEDIAMINE DISUCCINATE",rene furterer,Okara Color,"7,45",100,ml
"AQUA/WATER/EAU, CETEARYL ALCOHOL, COCAMIDOPROPYL BETAINE, HYDROXYPROPYL STARCH PHOSPHATE, GLYCERIN, BEHENTRIMONIUM CHLORIDE, HELIANTHUS ANNUUS  SEED OIL, C15-19 ALKANE, CETEARETH-33, JOJOBA ESTERS, DIPROPYLENE GLYCOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, SODIUM CHLORIDE, FRAGRANCE , HELIANTHUS ANNUUS  SEED WAX, CREATINE, SODIUM BENZOATE, GARCINIA INDICA  SEED BUTTER, NIGELLA SATIVA SEED OIL, SALVIA HISPANICA  SEED OIL, DISODIUM EDTA, POTASSIUM SORBATE, HEXYL CINNAMAL, LINALOOL, POLYGLYCERIN-3, LIMONENE, BIXA ORELLANA SEED EXTRACT, BENZYL SALICYLATE, CITRONELLOL, HYDROXYCITRONELLAL, CITRIC ACID, TOCOPHEROL, POLYGLYCERYL-3 DIISOSTEARATE, SODIUM HYDROXIDE, ASCORBIC ACID",christophe robin,Baume Lavant Boucles Fabuleuses au Beurre de Kokum,"13,20",100,ml
"INGREDIENTS SHAMPOOING RÉGÉNÉRANT À L'HUILE DE FIGUE DE BARBARIE : AQUA/WATER/EAU, SODIUM MYRETHSULFATE, SODIUM CHLORIDE, PEG-7 GLYCERYL COCOATE, PEG-18 GLYCERYL OLEATE/COCOATE,DISODIUM COCOAMPHODIACETATE, COCAMIDOPROPYL BETAINE,FRAGRANCE , SODIUM BENZOATE, CITRIC ACID, PHENOXYETHANOL, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, GLYCOL DISTEARATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, DISODIUM EDTA, GERANIOL, LINALOOL, PANTHENOL, LIMONENE, LAURETH-4, HYDROXYCITRONELLAL, COUMARIN, GLYCERIN, LACTIC ACID, CARAMEL, OPUNTIA FICUS-INDICA FRUIT EXTRACT",christophe robin,Rituel Régénérant d'Exception,"28,00",100,ml
"Aqua , Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Sodium Cocoyl Isethionate, Sodium Lauroyl Glycinate, Sodium Methyl Cocoyl Taurate, Glycol Distearate, Cocamide MIPA, Sodium Methyl Isethionate, Parfum , Alpha Keratin, Asiaticoside, Madecassoside, Citrus Paradisi  Fruit Extract, Caprylyl Glycol, Guar Hydroxypropyltrimonium Chloride, Cyamopsis Tetragonoloba  Gum, Trimethylsiloxyamodimethicone, PEG-120 Methyl Glucose Dioleate, Hydroxyethylcellulose, Coconut Acid, Trideceth-12, Lactic Acid, C12-16 Pareth-9, Sodium Isethionate, Acrylates Copolymer, C11-15 Pareth-7, Lauric Acid, Zinc Laurate, Sodium Laurate, Sodium Acetate, Ethylhexylglycerin, Celluose, Isopropanolamine, Phenoxyethanol, Citric Acid, Sodium Hydroxide, Sorbic Acid, Disodium EDTA, Sodium Chloride, Limonene, Linalool",virtue,Shampooing doux,"17,08",100,ml
"AQUA , SODIUM C14-16 OLEFIN SULFONATE, COCAMIDOPROPYL BETAINE, SODIUM METHYL COCOYL TAURATE, COCAMIDE MIPA, GLYCOL DISTEARATE, PARFUM , CETRIMONIUM CHLORIDE , PANTHENOL, HYDROLYZED KERATIN, AVENA SATIVA  PEPTIDE, BUTYROSPERMUM PARKII  BUTTER, ALTHAEA OFFICINALIS ROOT EXTRACT, PERSEA GRATISSIMA  OIL, GLYCERIN, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, PEG-150 DISTEARATE, SODIUM LAUROYL GLYCINATE, AMODIMETHICONE, C11-15 PARETH-7, LAURETH-9, TRIDECETH-12, POLYQUATERNIUM-7, COCOGLUCOSIDES HYDROXYPROPYLTRIMONIUM CHLORIDE, ACRYLATES COPOLYMER, SODIUM CHLORIDE, SODIUM HYDROXIDE, TETRASODIUM EDTA, DISODIUM EDTA, CITRIC ACID, PEG-200 HYDROGENATED GLYCERYL PALMATE, PEG-7GLYCERYL COCOATE,1,2-HEXANEDIOL, CAPRYLYL GLYCOL, BENZOIC ACID, POTASSIUM SORBATE, PHENOXYETHANOL, SODIUM BENZOATE, BENZYL ALCOHOL, BENZYL SALICYLATE, LIMONENE, HEXYL CINNAMAL, CI 14700 , CI 15985 Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",ouai haircare,Thick Hair,"5,50",100,ml
"Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",kérastase,Blond Absolu,"3,98",100,ml
1165681 O - Ingrediente: AQUA / WATER / EAU - SODIUM LAURETH SULFATE - COCO-BETAINE - LAURETH-5 CARBOXYLIC ACID - AMODIMETHICONE - SODIUM CHLORIDE - COCAMIDE MIPA - POLYQUATERNIUM-10 - PPG-5-CETETH-20 - SODIUM BENZOATE - SODIUM HYDROXIDE - CITRIC ACID - PEG-55 PROPYLENE GLYCOL OLEATE - PROPYLENE GLYCOL - PEG-60 HYDROGENATED CASTOR OIL - SALICYLIC ACID - HEXYL CINNAMAL - BENZYL SALICYLATE - BENZYL ALCOHOL - LINALOOL - LIMONENE - ARGANIA SPINOSA KERNEL OIL - HELIANTHUS ANNUUS SEED OIL / SUNFLOWER SEED OIL - CITRONELLOL - GERANIOL - TOCOPHEROL - COMMIPHORA MYRRHA RESIN EXTRACT - PARFUM / FRAGRANCE (F,l'oreal professionnel,Mythic Oil,"8,80",100,ml
